leiloeiro,dataleilao,placa,chassi,lote,datainc
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FGC4145,8AD4DRFJVCG054922,100,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQD2351,9BGSA19E05B246433,101,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FEG3665,LVVDB12B3CD029088,102,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EAX7934,8AP17206LA2071227,103,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FNF2534,93HFB2630EZ166713,104,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FDE9114,95PZBN7KPHB072503,105,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EJV1089,9C2KC2200LR031775,107,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GGR3H95,ME3DMEFT5NK003837,108,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EHE4369,9C2MC4410KR000508,109,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EDS7910,9BWKB05W39P056976,110,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GFQ3739,9BGKS48U0KG106767,111,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FYZ3675,9C6SEB520L0004776,112,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GHU1077,9C6RH1140K0005423,113,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EVT8775,9BFZE55H6C8705577,114,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DKT3403,9BR53ZEC278656280,115,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OQE6080,JMYSTCY4ADU004739,116,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,KWN6769,9BHBG51CAFP336059,117,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETW0353,9BM688159AB733306,118,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HDM7032,9BD17146752477585,119,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FVP7169,9C6RG5010J0005393,120,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQT0106,93HGD17406Z104395,121,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EZP8C99,93Y5SRZHYLJ229770,122,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BWD4411,99Z0G2202KR863527,123,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ELE5751,93HFC1690JZ220162,124,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NUC7825,8AFER13P3BJ445591,125,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DPA7170,9BD17140B52512992,126,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSQ2794,9BGXL19607C132877,127,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DXC8194,93YLM0S3A7J797418,128,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GCN5400,9BD57814UGB046839,129,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DMW1908,9BD17103742413969,130,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PXH5566,9C2JF2500ER308434,131,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PVG9641,9C2KC1680FR542400,132,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FFG3749,9BD196283D2145471,133,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DMP4212,9BWCA05W86P065949,134,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSD4028,9BWCA05W26T081667,135,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FOV4558,8AGBN68S0JR147380,136,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EVK5805,9BFZF55P9C8308756,137,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EWL6725,94DTAFL10CJ908073,138,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GCB3747,9BGKS48U0KG150982,139,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FXR9890,JTMDD4EV2ED051727,143,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMO3690,9BGPB68M0DB355026,144,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GCD6989,9BWJB45U0JP081694,145,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMV8615,9BFZH55L8F8194616,146,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GAB8619,9BHBG41DBFP463681,147,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKJ9159,9C2NC4910DR017535,148,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DWG3974,9BWKA05Z084108061,149,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMH9735,9BWAA45Z4E4074799,150,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FGU0101,9BFZD55P0EB691322,151,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NVJ9316,93HGM2510CZ202918,152,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FHI8917,9BGCA80X0DB228564,153,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FSG7187,8C3RV2850H1200955,154,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKD7955,9BFZH54J3F8189386,155,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LRT5246,WBA3X1104ED440362,156,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,KRQ2952,93XXNGA2WECD01247,157,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EBX8743,9BGAB69W08B301327,159,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EBU4872,8A1CB8B059L030120,160,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HFK8187,9BD15802786012801,161,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BCL4646,9BGSA19906B228486,162,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FEX1641,93YBSR86HEJ859300,163,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,AYV0687,WVWHD6AU2FW013818,164,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETU2033,9BGTD75J0CC170429,165,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSE3585,9BFBSZGDA6B574709,166,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FDW7318,8AD2MKFWXCG084779,167,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETN8625,93HGM2610BZ115337,168,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EGW9192,8AWPB05Z8AA013177,169,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FFU9668,9BWAB45Z6E4093187,170,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DXR3618,9BFZF10A288111057,171,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DWD1144,8AWPB05Z67A339584,172,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FCV1222,9BD341A5XJY477812,173,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DHS8741,9BD17164G85082009,174,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HAT7669,9BWDB05W86T089130,175,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NCP8332,9BD17146G62732104,176,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EPS0738,9BGRZ08F0AG310821,177,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EDV7755,9BWAB01J694007049,178,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EYO7355,3VWLN6168CM014084,179,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ERJ2764,9BWAB05Z0B4073750,180,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ERT5533,KMHJU81BBCU323677,181,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FWY7260,9C2NC4330ER001635,182,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKQ3260,9BRBDWHE3G0273288,183,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETJ6769,9BRBD48E1B2529462,184,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DNZ0750,9BGSA19E05B161008,185,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HMD8388,8A1LBMC35CL904936,186,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FBT8967,9BD119707C1092734,187,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ESP5557,JMYXTGA2WDZA03348,188,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQY2149,9BGSA19E06B117034,189,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FQY5497,9BD196263E2215909,190,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,JRK2694,93HGD38808Z203910,191,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSQ7577,9BGRZ08907G178290,192,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,IOY6947,9BGRZ08909G177012,193,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,AQC2052,9BWGB05W89T004286,194,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FDN8633,9BFZF55A3C8322907,195,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BAI7293,951BAMNWXGB000133,196,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETT6353,3GNAL7EC8BS571987,197,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUB5777,9BHBG51DBFP308399,198,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FVT8C61,9BWAB45Z7M4001910,199,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EXX3024,3N1BC1CD8DK191169,200,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FTR5306,9BHBG51DAEP244914,202,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETD4838,9BFZF54P5B8076656,203,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMO0222,KMHTC61CBDU097979,204,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DBN5653,9BFZF26P168384702,206,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DUD3946,9BWCA05WX7T044920,207,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DVD9825,9BD17106G72866536,208,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FMM6151,9BGPB69M0EB303477,209,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GZO8157,9BD17140B52580396,210,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QWU4181,9BHCN51AALP016847,212,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUJ8384,9C2KF2200GR001710,213,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETR2643,LVVDB14B4BD025403,214,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ENW5339,8AD3CN6BTBG007931,215,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EBQ0957,9BGRM69809G137202,216,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FLG4634,9BD196283E2196689,217,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QUK1274,9BGKS69V0KG380250,219,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQY2671,9BGRX48906G129231,220,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FGS0074,9BFZB55P8D8787880,221,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FQF8995,9BD119609E1117834,222,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DTX1870,93HFA16307Z113515,223,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HOI9535,9BWAA05U5BP050941,224,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FXL2388,9BD17122LF5979191,225,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NVX3552,9BWAB05Z4B4030576,226,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUT1739,8BCND5FMYEG548588,227,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GFD5305,93YRBB004KJ614897,228,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUZ7273,99ADJ78V1G4003306,230,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FQG2358,93YRHAMH7KJ417174,231,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EIP0677,9BFZK53A39B126041,233,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EEJ7323,9BFZF20A688299183,234,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EZT4492,93HFB2650CZ219190,235,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FCX7588,9C6RH1110J0005500,237,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EBB1692,9BGXH68608B194518,241,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DZZ8735,935FCKFV88B536681,243,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSD7536,8AGSA19907R124410,245,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FBP5360,93HGM2510CZ211565,246,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EGE8590,93HFA6530AZ203985,247,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DPL2980,9C2ND1120KR302492,248,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DJQ5371,9BD17140B52490818,249,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,JZS8096,9362AN6A94B021957,250,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSI3155,93HGD37807Z100618,251,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUR3107,JSAFZC32SF6300206,252,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EBB3832,9BD13531682092857,253,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EYU2866,9BFZF55A4C8279470,255,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QMX2209,9BGJC6920JB161732,256,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FBY8497,9BFZH54JXH8388700,257,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FOM9716,9BHBG51CAFP425666,258,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FYB0630,9BWDA45U7ET219647,259,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EAK6169,9BWJB09N28P042756,261,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PUJ7550,8A1BB8215FL413408,262,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EUF6508,8AFTZZFHCCJ446913,263,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DSR6514,935FCKFV86B510795,264,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EGL7926,9BGRM69409G289014,266,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FFQ1599,9BFZH55L4J8112843,267,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FHW9839,9BWAA05W5DP100578,268,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FPG2197,9BGJB6930FB229000,269,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FLX1817,98861115XHK097294,270,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GEX1100,9BGTD75W08C114566,271,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HGO8165,9BGRZ08908G143409,273,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FBN1908,9BFZF55P4C8309023,274,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PPZ9295,988226165KKC16504,275,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OMH1039,9BWAB05Z6D4097361,276,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ERF6213,9BWAA05W7CP017040,277,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQD6567,935FCN6AW9B527072,278,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,AUN0627,93YKM2N3A9J125361,279,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,IWD6669,95PJU81DBFB016951,280,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ACI8777,JTNBK4FK5C3001453,281,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DRT3360,9BGKS48U0KG329941,282,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LPT7759,9BRBD48EXB2526219,283,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EXL6605,936CMNFNVKB032275,284,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GHH0369,9BGCA8030HB111049,286,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BYU0707,9BD27833A87031298,287,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DDD3019,8AP372111C6014986,288,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HBU1313,9BGXF75004C176645,289,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EZV7132,93XXTGA2WECD02121,290,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FGW4705,9BFZD55P3FB790783,291,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QUX7582,93YRBB005LJ170611,292,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DQH4789,9BR53ZEC268612275,294,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FSS0849,3CZRE1830BG501697,295,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EUB8599,9BWAB41JXC4002063,296,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BUS3693,9BWCB05W86P021205,297,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LME8638,9BD17122ZF7527142,298,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,MFH2519,9BFZF10AX88212833,299,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LRF5542,93XXTGA2WFCE08011,300,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,BDL6G27,9BWDB45UXLT073061,301,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FSR5169,9BGCS8030JB207046,302,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PWL0520,9BHBG51CAFP476337,303,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FTT7595,8BCNDRFJYEG540009,304,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GFW8303,95PZBN7KPKB081170,305,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DOO4188,9BR53ZEC248563508,306,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DRL9020,9BHBH51DBKP029203,307,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OLE5839,9BD195162D0448804,308,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ITT5799,3C3AFFAR6DT326871,309,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,APA0053,8AJFZ29GX66015220,310,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ODD8339,9BRBD48E3C2558270,311,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETV9997,9BFZE55P5C8677990,312,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FTO8683,93HGE6840EZ126672,313,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,RJM4F40,9BD341ACXNY756446,314,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OYU2818,3HGRM5830EG500888,315,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QIR0639,8AGBN69S0JR113540,316,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PDB5040,93HGK5840JZ123936,317,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,GAA8089,9BHGA811AJP062903,318,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,LSY0858,9BD17146752548929,319,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PVV6292,93HRV2830GZ104242,320,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ISL5053,9BGTR48J0BB336985,321,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKO3548,9BWAA45Z3D4172057,322,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QRM0F10,9BD19713HL3384325,323,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EEU9317,93HFA66308Z256663,324,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FUL1002,JMYLYV98WJJA00508,325,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DRL5040,9BGRX48X05G224323,326,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,OLT8968,9BD15802AD6700869,327,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QUD6663,9BD358A1NKYJ46407,328,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FRR1292,JMYXLGF4WFZA00275,330,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EVH5483,9BGRP69X0CG101064,331,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FBM4883,9BRBLWHE3H0080370,332,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,JBH1H29,9BGEN48H0PG103381,333,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EEV8730,3N1AB61D29L600055,334,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HXF1137,JTEBY25J980068142,335,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,QNA0812,93HFC2640HZ131799,336,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FDV2368,9BGSU19F0CB305370,337,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HFN2850,9BD27805MC7458016,338,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DUU7473,9362AKFW97B031850,339,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ISK4237,9BG138SP0BC480059,340,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FEX2679,9BGRP48F0DG192447,341,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FNA0899,9BFZH54L1H8432469,342,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DNA9949,9BGSN19N05B118369,343,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EGW5067,9BWAA05U99P048507,344,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FPP9H12,9BWBH6BF5N4035807,345,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ENW6408,93HGE6840AZ101643,346,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,HLQ7965,9BD196271C2013546,347,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EWL6389,9BWAA05U5DT001748,348,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FED4903,9BWAH5BZ9JP063151,349,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EYJ6760,8AJFY29G4E8554437,350,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PYE8999,9BFZD55J3GB502855,351,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,DZC5535,9BWAA05Z8A4149992,352,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,EMO1550,JSAGYB41SA6300453,353,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,NJX5419,9BGXL80808B212268,354,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,PJO7577,988611152GK021694,355,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,FKN0420,9BWAB45Z7E4035945,356,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,ETT6937,8BCLCRFJWBG528276,357,08/02/2023
Luiz Fernando de Abreu Sodre Santoro-23449,03/02/2023,AOM5260,9BWCA05WX7T102153,358,08/02/2023
